"","sg_uf","YEAR","pop_100k","log.gdp.pc","fhs","fhs_sc","gdp_sc","cases","cure","sinan_death","abandon","dr_txf","other","sim_death","mort_treat","aban_treat","pct_idc","ndx_obs","ndx_adj10","ndx_adj50","ndx_adj90","k10","k50","k90"
"1","11",2009,15.03928,2.57380697096429,0.617050816262481,-0.850868092777121,-0.820887618993319,600,418,24,67,1,90,30,0.0669407163338559,0.101078657353256,0.092145678,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"2","11",2010,15.60501,2.72920135546909,0.669015912197429,-0.669192244315518,-0.510735554027149,490,363,27,43,3,54,40,0.0690321087295311,0.101021434883961,0.112387543,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"3","11",2011,15.76455,2.86172050175516,0.718066801779943,-0.497704790624387,-0.246240237808629,596,414,27,59,1,95,43,0.0709445401778383,0.100911453271015,0.097804391,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"4","11",2012,15.90011,2.94120677261173,0.729554701193891,-0.457541795915723,-0.0875933785853101,596,421,14,75,1,85,49,0.0718029608225796,0.101077362571644,0.084319916,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"5","11",2013,17.28214,2.89080756572493,0.689729396938111,-0.596775560632866,-0.188185289537645,605,415,27,74,2,87,53,0.0706984774668872,0.101393621732525,0.075466667,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"6","11",2014,17.48531,2.9684953381409,0.814397914592306,-0.160920332930999,-0.0331280581311095,602,414,25,97,3,63,45,0.0735228399559329,0.100091793069419,0.075506205,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"7","11",2015,17.68204,3.02908159281379,0.86415368362474,0.0130314589822273,0.0877962085677568,563,405,20,75,4,59,44,0.0749352938557864,0.0996920114997575,0.064041268,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"8","11",2016,17.87279,3.09460222145299,0.859406953251283,-0.00356364687682495,0.218569005378196,644,483,22,102,4,33,51,0.0754200265895681,0.100009371666098,0.067114094,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"9","11",2017,18.05788,3.18191319866388,0.855028386499412,-0.0188716111051172,0.392833216806865,650,451,17,84,4,94,46,0.0761061023747047,0.100408625665741,0.060591313,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"10","11",2018,17.57589,3.24080608759534,0.878476139757361,0.0631043843397647,0.510377690322583,584,198,15,43,4,324,37,0.0770599217772922,0.100338796617125,0.073606859,6965.748848,7422.620488,7806.659936,8273.955233,0.841888632,0.892282859,0.93844874
"11","12",2009,6.91132,2.37196077994651,0.7986896859066,-0.215838075753549,-1.22375296801622,334,301,8,15,4,6,19,0.0683304265961028,0.0979723101467261,0.112724758,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"12","12",2010,7.32793,2.43223768855112,0.75328230482551,-0.37458741193592,-1.10344612595706,326,276,18,24,4,4,18,0.0680585068952974,0.0987788614715608,0.140910602,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"13","12",2011,7.46386,2.48410256464837,0.744922868328184,-0.403812946710527,-0.999928881932839,375,335,14,13,7,6,23,0.0683330100353495,0.0990864488503946,0.097244219,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"14","12",2012,7.58786,2.59231883338992,0.890896774584666,0.106528327470883,-0.783939743586011,381,349,14,9,4,5,13,0.071691588081538,0.0976607448482585,0.108108108,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"15","12",2013,7.76463,2.69308370549637,0.896372396366601,0.125671720072973,-0.582822867583961,373,340,17,5,8,3,36,0.0726323576403814,0.0979793960693463,0.082579867,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"16","12",2014,7.90101,2.83521993347173,0.972027626847707,0.390170956356865,-0.299132792466076,426,387,18,13,4,4,29,0.0752004516664958,0.0975752260176455,0.05840046,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"17","12",2015,8.03513,2.8305069945606,0.995627948769964,0.472680349095413,-0.308539359762612,327,287,24,10,4,2,24,0.0755879460874293,0.0972616312202884,0.073642309,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"18","12",2016,8.16687,2.82384665208658,1.01385230816702,0.536394769256868,-0.321832755005176,415,373,15,16,3,8,29,0.0758618875262654,0.0970085552227796,0.075205953,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"19","12",2017,8.29619,2.84502250023717,1.04626340524988,0.649707627746938,-0.279567823410359,465,436,11,9,5,4,17,0.076643593749908,0.0966855124976733,0.047494781,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"20","12",2018,8.69265,2.8699921704356,0.9985447475741,0.482877807370032,-0.22973079230884,451,239,12,3,3,194,37,0.0759876787093504,0.0973762775194097,0.058866634,2993.77736,3186.41341,3395.044687,3642.206163,0.821968122,0.88180794,0.939544552
"21","13",2009,33.93369,2.70133437185065,0.617675236615882,-0.848685048649906,-0.566355340682768,2385,1817,180,254,11,123,206,0.0679558881147309,0.101576550535119,0.16664101,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"22","13",2010,34.80937,2.86155597797314,0.636610200069694,-0.782486276393871,-0.246568611262352,2490,1914,197,260,18,101,214,0.0695569913015415,0.1019682192322,0.15593985,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"23","13",2011,35.38387,2.99526107219766,0.635317730932202,-0.787004894572856,0.0202937415979827,2379,1858,164,244,11,102,197,0.0706268541258714,0.10251986958898,0.14149153,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"24","13",2012,35.90985,3.00160478722647,0.630467685050202,-0.803961203126447,0.0329551792812847,2581,1934,189,335,8,115,199,0.0705960808799993,0.102608890897231,0.14555129,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"25","13",2013,38.07921,3.08237425130771,0.582995287979976,-0.969930068594066,0.194163167271577,2831,2150,270,321,15,75,235,0.0704486040347893,0.103559378771429,0.137748695,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"26","13",2014,38.73743,3.10787091131171,0.666022500718297,-0.679657549160653,0.245052018726406,2885,2147,230,360,32,116,230,0.0720918798980425,0.102568987709014,0.12488192,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"27","13",2015,39.38336,3.09017407023949,0.669318209517928,-0.668135378717538,0.209730846604143,3108,2231,275,381,45,176,230,0.0720010600733366,0.102454860889547,0.126776612,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"28","13",2016,40.01667,3.10237223432274,0.671720060664718,-0.659738235652167,0.234077194712358,2985,2231,257,317,24,156,278,0.0721451204375006,0.102472282032828,0.128460027,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"29","13",2017,40.63614,3.132719769917,0.674276641432971,-0.650800140342686,0.29464792164814,3321,2418,311,408,58,126,306,0.072444796558254,0.102560443553391,0.127770384,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"30","13",2018,40.80611,3.20001520837133,0.68029028005855,-0.629775780048782,0.428963066084857,3347,1282,228,298,41,1498,292,0.0731195058979887,0.102751658134719,0.126030491,13411.82715,14896.49132,15842.65245,17063.9016,0.785976587,0.8465645,0.90033464
"31","14",2009,4.21499,2.59947525562603,0.977463766224831,0.409176314009449,-0.769656221428031,140,113,8,14,1,4,9,0.0732681210566732,0.0966068784228375,0.053385417,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"32","14",2010,4.51227,2.68876868340903,0.921930646880617,0.215026252452566,-0.591435231634479,138,113,12,6,0,7,7,0.0730455721476783,0.0976415995452157,0.05304878,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"33","14",2011,4.60165,2.76455369172867,0.930101159366749,0.243591287531927,-0.440175732144078,157,126,12,10,0,9,13,0.073836521070385,0.0978301794209818,0.040650407,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"34","14",2012,4.69524,2.79874443495574,0.920080762644721,0.208558848090746,-0.371934336881327,126,95,10,5,2,14,12,0.0739509928481929,0.0980879227881121,0.071228267,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"35","14",2013,4.88072,2.91570787756023,0.885115310855775,0.0863156768561134,-0.138486690977399,158,112,24,13,0,9,11,0.074331516519907,0.0989829413089016,0.058038007,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"36","14",2014,4.96936,2.97595826522784,0.885425889853019,0.0874014961319843,-0.0182327821268722,134,108,14,8,1,3,7,0.0748581757002888,0.0992133686476355,0.045547595,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"37","14",2015,5.05665,3.00846595981374,0.917603551758575,0.19989823885946,0.0466494118805589,157,117,12,12,3,13,6,0.0757254411679219,0.098930756563704,0.044476327,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"38","14",2016,5.14229,3.06418440962529,0.948993541787803,0.309641191684951,0.157858013921334,144,99,19,11,6,9,13,0.0767933165705832,0.0987488073368058,0.049605934,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"39","14",2017,5.22636,3.14234281417215,0.941381764746401,0.283029558868409,0.313854581248545,199,139,15,23,4,18,13,0.0773487640209655,0.099149091678279,0.031694433,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"40","14",2018,5.76568,3.14367446592691,0.881075605999639,0.0721924121133385,0.316512428524497,235,94,11,19,4,107,15,0.0762465638638221,0.0999240912045983,0.026551848,1575.844085,1691.502057,1842.717567,2021.313071,0.779614058,0.855173964,0.931624102
"41","15",2009,74.57119,2.11254887057124,0.467740960014182,-1.37287222515757,-1.74151388727951,3716,2718,211,399,22,366,291,0.0611484226514831,0.101184697259114,0.146368642,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"42","15",2010,75.88078,2.38845404632436,0.492878433774666,-1.28498877586434,-1.19083401382472,3746,2736,248,331,25,406,271,0.0635519212239545,0.101955034944414,0.137088608,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"43","15",2011,76.88593,2.55245588230698,0.516089224647475,-1.20384122769929,-0.863502313581179,3956,2943,253,338,30,392,341,0.0651531419315872,0.102307189759404,0.135455604,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"44","15",2012,78.22205,2.61661793397475,0.528751164153841,-1.15957365613802,-0.735441104158188,3681,2595,219,352,23,492,336,0.0658471127948896,0.102398366986393,0.126290637,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"45","15",2013,79.99729,2.71823942776519,0.536518174553163,-1.13241930995778,-0.53261449466074,3820,2900,219,406,34,261,357,0.0667605706271526,0.102704079090246,0.095959004,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"46","15",2014,81.0488,2.73252142300544,0.569039887080376,-1.01871972737254,-0.504109022408861,3647,2766,222,360,24,275,369,0.0674028402788671,0.10233517539414,0.089613493,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"47","15",2015,81.73495,2.7735332894202,0.62347869546626,-0.828395500604537,-0.422253329249861,3676,2438,203,351,42,642,380,0.0686276398486161,0.10178840739916,0.085133146,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"48","15",2016,82.71931,2.81516452140733,0.637336070622446,-0.779948550903869,-0.339161442699127,3812,2556,154,407,38,657,345,0.0691939548175832,0.101773817694883,0.082942138,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"49","15",2017,83.66628,2.92043386465885,0.65641737627154,-0.713238149793595,-0.129054080768776,4033,2563,195,389,30,856,414,0.070372785814106,0.10194482749518,0.074462231,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"50","15",2018,85.13497,2.94192066556472,0.706642640503661,-0.537644949600112,-0.0861685177433872,4088,1309,165,206,16,2392,383,0.0714120352591168,0.101377071881443,0.078073705,31247.896,36701.90683,38620.73296,40972.55394,0.762654338,0.8090964,0.851397072
"51","16",2009,6.26609,2.48108864747623,0.932000657507313,0.250232147711811,-1.00594436722566,229,154,5,30,0,40,10,0.0714772052894376,0.0967218304862614,0.163551402,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"52","16",2010,6.68689,2.51116878951733,0.903259960908584,0.149751424141358,-0.945907331793191,200,149,6,33,1,11,15,0.0712307161318319,0.0971949807728225,0.146869245,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"53","16",2011,6.84309,2.62103640627582,0.830034385051198,-0.106253464979479,-0.726622263551182,239,180,10,37,1,11,19,0.0708799330888445,0.0985383572182359,0.103807615,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"54","16",2012,6.98602,2.76839632325313,0.887486723484903,0.0946064034235888,-0.432506213673286,214,168,10,28,0,8,17,0.0731134251197507,0.0983819960662402,0.113033449,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"55","16",2013,7.34996,2.85447858170964,0.740140082395006,-0.420534106881347,-0.260694405271587,191,160,10,18,0,3,16,0.0712644768578123,0.10059803805458,0.100746269,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"56","16",2014,7.50912,2.88174286119366,0.894911787266684,0.120565265582243,-0.206277557399441,175,133,13,14,3,12,23,0.0742144373689624,0.098726816264167,0.084502104,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"57","16",2015,7.66679,2.89478735835968,0.876507638790159,0.0562222824792843,-0.180242010842346,189,130,4,17,2,36,16,0.0739975490795392,0.099010979563394,0.1065852,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"58","16",2016,7.82295,2.9087251497753,0.884576790085582,0.0844329473801277,-0.152423535918697,241,161,12,25,1,42,18,0.0742616982284219,0.0989626483172136,0.082470785,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"59","16",2017,7.97722,2.96553661694827,0.6819418293591,-0.624001777036661,-0.0390333776217485,264,217,15,12,2,18,20,0.0711818005789202,0.101792042474874,0.083597213,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"60","16",2018,8.29494,3.00803293090883,0.848710177529916,-0.0409607837437639,0.0457851283385458,236,78,12,15,0,131,18,0.0744748626604605,0.0998071627333688,0.070852018,2239.977934,2467.386224,2665.303962,2899.034936,0.772663311,0.840421192,0.907834336
"61","17",2009,12.92051,2.36042088219488,1.16713659135746,1.07229394741509,-1.24678548060392,207,154,23,9,0,21,25,0.0746011599533742,0.0933892380094008,0.047830375,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"62","17",2010,13.83453,2.47299228048492,1.13917856262555,0.974549519163805,-1.02210392761828,188,142,12,5,0,29,20,0.0750732809389705,0.0941443834062046,0.029171168,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"63","17",2011,14.00892,2.572285165887,1.16782735571336,1.0747089376732,-0.823924993791011,201,147,17,13,0,24,28,0.0764671361851089,0.0941653888827911,0.036642138,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"64","17",2012,14.17694,2.68034963540815,1.12859333537421,0.937542368355242,-0.608238831911559,192,149,13,7,0,23,12,0.0767016637575979,0.0950473232652596,0.035230352,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"65","17",2013,14.78164,2.77874441554413,1.13383900568543,0.955881824626711,-0.411852428771461,191,140,20,15,0,16,33,0.0776771048215355,0.0953522651316333,0.038858972,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"66","17",2014,14.9688,2.86196886672077,1.25861792528459,1.39212303000576,-0.245744525513765,178,140,12,12,0,14,17,0.0808096778416721,0.094139109349991,0.038725972,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"67","17",2015,15.15126,2.94939047018257,1.25930120663232,1.39451185882158,-0.0712595148569438,170,132,13,14,1,10,21,0.0816403247761353,0.094456121965506,0.03526074,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"68","17",2016,15.32902,3.02551370123483,1.24469796503625,1.34345727574958,0.0806750442842648,179,132,17,10,3,17,14,0.0820711286969844,0.0949187313630857,0.027102804,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"69","17",2017,15.50194,3.09096700540954,1.26951852477819,1.43023275781649,0.211313468017137,164,117,16,11,2,18,21,0.0831828998828779,0.0948600740292569,0.017386985,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"70","17",2018,15.55229,3.13258018555572,1.29370015605419,1.51477447375506,0.294369324850549,212,90,11,5,3,103,17,0.0840652318636212,0.0947201479262771,0.026683772,6333.819826,6927.669554,7359.67395,7885.14818,0.803259455,0.860611471,0.914278572
"71","21",2009,63.67138,1.86228956824467,1.1075619846782,0.864014389367708,-2.24100709381287,2313,1671,139,275,1,227,254,0.069396323037657,0.0922759168167581,0.073171679,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"72","21",2010,65.69683,1.95288434911269,1.12395072943398,0.921311293282854,-2.06018872993881,2235,1634,137,241,14,209,255,0.0704119014337755,0.0924111420190495,0.075811583,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"73","21",2011,66.45761,2.06002086239266,1.09663889507913,0.825826033606428,-1.84635467838702,2328,1735,135,218,10,230,230,0.0708258027685723,0.0931314142361256,0.073282706,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"74","21",2012,67.14314,2.19823821518773,1.06339977546478,0.709618314763481,-1.57048629665519,2040,1403,162,228,13,234,198,0.0713975719226848,0.0940438577163708,0.076739025,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"75","21",2013,67.94301,2.29892577107527,1.08031716581294,0.768763423416908,-1.36952373629991,2126,1618,145,204,14,145,218,0.0725344327484618,0.0942125034865249,0.074193861,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"76","21",2014,68.50884,2.41737400898591,1.14963266054425,1.01109822700527,-1.13311258349886,1933,1438,131,183,8,173,228,0.0747790995949574,0.0938112684083207,0.065293916,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"77","21",2015,69.04241,2.43065689588734,1.18767580679759,1.14410136592716,-1.10660123423538,2043,1485,153,239,6,160,228,0.0755839925229744,0.0934006829834355,0.059644745,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"78","21",2016,69.54036,2.50696998623761,1.17284408651321,1.09224799553827,-0.954287734416747,2217,1591,151,235,37,203,244,0.0759829726919301,0.0938621301446281,0.061608754,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"79","21",2017,70.00229,2.54856591592429,1.18681831694363,1.14110348448458,-0.871266307821298,2220,1611,145,211,25,228,243,0.0766068324825184,0.0938470117490594,0.061204819,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"80","21",2018,70.35055,2.63589188307579,1.22358673812785,1.26965004049591,-0.696972177930325,2380,1066,144,145,27,998,254,0.0780711072198429,0.093725345157528,0.060564808,26680.06053,31823.78594,34195.57009,37246.34029,0.716313612,0.780219791,0.838368527
"81","22",2009,31.45325,1.79569909153888,1.38872771494202,1.84700155960116,-2.37391520322237,884,640,67,46,1,130,102,0.0737076207029474,0.0887412380236504,0.037243948,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"82","22",2010,31.19015,1.96568493103858,1.41070177604147,1.9238253607039,-2.03464001445766,813,629,56,36,5,87,91,0.075573936106434,0.0890877241739011,0.047073139,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"83","22",2011,31.40328,2.11151170006833,1.42405506685926,1.97050997458611,-1.74358397864237,845,673,61,40,4,67,72,0.0771074840931745,0.0894496906990634,0.058409571,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"84","22",2012,31.60748,2.20391462477626,1.37562374475915,1.80118859883673,-1.55915673567339,758,555,59,42,3,99,77,0.0770333500173936,0.0903434137711699,0.054100522,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"85","22",2013,31.84166,2.28490353233611,1.42957370941088,1.98980377266121,-1.39751075986102,766,584,77,40,2,63,102,0.0787719170688509,0.0900025600421112,0.052821796,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"86","22",2014,31.94718,2.46878447442604,1.59262883296742,2.55986291303553,-1.03050229891269,692,537,52,44,1,58,60,0.0836598102554163,0.0887645675015113,0.050902235,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"87","22",2015,32.04028,2.50298350601139,1.62295710274692,2.6658939718728,-0.962244360893639,617,469,48,27,4,69,64,0.0845988106541613,0.0885359926954094,0.04399463,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"88","22",2016,32.1218,2.5567403346772,1.6375172001569,2.71679771799412,-0.8549509637103,685,508,71,29,5,72,102,0.0854177403325852,0.0885576762727432,0.043675405,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"89","22",2017,32.19257,2.64544962604085,1.63640243695983,2.7129003798671,-0.677895853348354,689,521,50,29,2,87,79,0.08626709227722,0.0888830154261705,0.050176322,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
"90","22",2018,32.64531,2.73644675255473,1.63453800867567,2.70638212786879,-0.496274446730556,761,266,49,20,2,424,81,0.0871313472356268,0.0892262087795565,0.050492919,15913.99809,17084.81105,18004.76983,19145.54688,0.831211466,0.883876786,0.931470535
